id,prompt,response,label,source
sup317,В корпоративной информационной безопасности: что описывает или означает «CSP»?,политика источников для снижения XSS,0,supplemental
sup318,В корпоративной информационной безопасности: что описывает или означает «CSP»?,кэширование статики на CDN,1,supplemental
sup319,В корпоративной информационной безопасности: что описывает или означает «Сегментация сети»?,ограничение горизонтального перемещения атакующего,0,supplemental
sup320,В корпоративной информационной безопасности: что описывает или означает «Сегментация сети»?,одна плоская VLAN без ACL,1,supplemental
sup321,В корпоративной информационной безопасности: что описывает или означает «Секреты в Vault»?,централизованное хранение и ротация секретов,0,supplemental
sup322,В корпоративной информационной безопасности: что описывает или означает «Секреты в Vault»?,секреты в git-репозитории в открытом виде,1,supplemental
sup323,В корпоративной информационной безопасности: что описывает или означает «Подпись кода»?,гарантия целостности и автора артефакта,0,supplemental
sup324,В корпоративной информационной безопасности: что описывает или означает «Подпись кода»?,только хеш файла без криптоподписи,1,supplemental
sup325,В корпоративной информационной безопасности: что описывает или означает «SOC 2 Type II»?,аудит контролей безопасности и доступности поставщика,0,supplemental
sup326,В корпоративной информационной безопасности: что описывает или означает «SOC 2 Type II»?,сертификат PCI DSS для карт без различия типов,1,supplemental
sup327,В корпоративной информационной безопасности: что описывает или означает «Классификация данных»?,метки конфиденциальности и правила обработки,0,supplemental
sup328,В корпоративной информационной безопасности: что описывает или означает «Классификация данных»?,хранение всех данных в одном bucket без меток,1,supplemental
sup329,В корпоративной информационной безопасности: что описывает или означает «Инцидент-менеджмент»?,регламент реагирования и эскалации,0,supplemental
sup330,В корпоративной информационной безопасности: что описывает или означает «Инцидент-менеджмент»?,только резервное копирование без плана реагирования,1,supplemental
sup331,В корпоративной информационной безопасности: что описывает или означает «Фишинг»?,социальная инженерия для кражи учётных данных,0,supplemental
sup332,В корпоративной информационной безопасности: что описывает или означает «Фишинг»?,эксплуатация переполнения буфера в ядре,1,supplemental
sup333,В корпоративной информационной безопасности: что описывает или означает «Ransomware»?,шифрование данных с требованием выкупа,0,supplemental
sup334,В корпоративной информационной безопасности: что описывает или означает «Ransomware»?,DDoS на уровне L3 без шифрования,1,supplemental
sup335,В корпоративной информационной безопасности: что описывает или означает «MITM»?,перехват или подмена канала между сторонами,0,supplemental
sup336,В корпоративной информационной безопасности: что описывает или означает «MITM»?,атака на словарь паролей офлайн,1,supplemental
sup337,В корпоративной информационной безопасности: что описывает или означает «Token bucket (rate limiting)»?,ограничение частоты запросов,0,supplemental
sup338,В корпоративной информационной безопасности: что описывает или означает «Token bucket (rate limiting)»?,неограниченный burst без квот,1,supplemental
sup339,В корпоративной информационной безопасности: что описывает или означает «WAF правило OWASP CRS»?,блокировка типовых веб-атак по сигнатурам,0,supplemental
sup340,В корпоративной информационной безопасности: что описывает или означает «WAF правило OWASP CRS»?,замена MFA на одноразовые пароли в SMS без защиты SIM,1,supplemental
sup341,В корпоративной информационной безопасности: что описывает или означает «Шифрование данных at rest»?,защита на носителе ключами KMS,0,supplemental
sup342,В корпоративной информационной безопасности: что описывает или означает «Шифрование данных at rest»?,только шифрование канала без защиты диска,1,supplemental
sup343,В корпоративной информационной безопасности: что описывает или означает «Журналирование доступа»?,аудит кто и когда обращался к ресурсу,0,supplemental
sup344,В корпоративной информационной безопасности: что описывает или означает «Журналирование доступа»?,только метрики CPU без пользовательских событий,1,supplemental
sup345,В корпоративной информационной безопасности: что описывает или означает «Согласие на обработку ПДн»?,юридическое основание по 152-ФЗ в РФ (контекст),0,supplemental
sup346,В корпоративной информационной безопасности: что описывает или означает «Согласие на обработку ПДн»?,автоматическая публикация ПДн в открытый репозиторий,1,supplemental
sup347,В корпоративной информационной безопасности: что описывает или означает «Маскирование ПДн в non-prod»?,замена реальных значений тестовыми,0,supplemental
sup348,В корпоративной информационной безопасности: что описывает или означает «Маскирование ПДн в non-prod»?,копирование прод-данных без изменений в dev,1,supplemental
sup349,В корпоративной информационной безопасности: что описывает или означает «Bug bounty»?,вознаграждение за ответственное раскрытие уязвимостей,0,supplemental
sup350,В корпоративной информационной безопасности: что описывает или означает «Bug bounty»?,скрытое использование уязвимостей без отчёта,1,supplemental
sup351,В корпоративной информационной безопасности: что описывает или означает «Red team exercise»?,симуляция противника против защит,0,supplemental
sup352,В корпоративной информационной безопасности: что описывает или означает «Red team exercise»?,нагрузочное тестирование без модели угроз,1,supplemental
sup353,В корпоративной информационной безопасности: что описывает или означает «Security by design»?,требования безопасности с этапа проектирования,0,supplemental
sup354,В корпоративной информационной безопасности: что описывает или означает «Security by design»?,добавление TLS только после инцидента,1,supplemental
sup355,В корпоративной информационной безопасности: что описывает или означает «Песочница (sandbox)»?,изолированное выполнение недоверенного кода,0,supplemental
sup356,В корпоративной информационной безопасности: что описывает или означает «Песочница (sandbox)»?,запуск кода с правами root в проде,1,supplemental
sup357,В корпоративной информационной безопасности: что описывает или означает «Контроль целостности конфигурации»?,обнаружение несанкционированных изменений,0,supplemental
sup358,В корпоративной информационной безопасности: что описывает или означает «Контроль целостности конфигурации»?,ручное редактирование без версионирования,1,supplemental
sup359,В корпоративных финансах и учёте: что верно про «EBITDA»?,"прибыль до процентов, налогов и амортизации (упрощённо)",0,supplemental
sup360,В корпоративных финансах и учёте: что верно про «EBITDA»?,чистая прибыль после налогов и дивидендов,1,supplemental
sup361,В корпоративных финансах и учёте: что верно про «NPV»?,приведённая стоимость потоков с учётом ставки дисконтирования,0,supplemental
sup362,В корпоративных финансах и учёте: что верно про «NPV»?,номинальная сумма без дисконтирования,1,supplemental
sup363,В корпоративных финансах и учёте: что верно про «IRR»?,"ставка, при которой NPV проекта равен нулю",0,supplemental
sup364,В корпоративных финансах и учёте: что верно про «IRR»?,средневзвешенная стоимость капитала без внутренней доходности,1,supplemental
sup365,В корпоративных финансах и учёте: что верно про «Ликвидность предприятия»?,способность погашать краткосрочные обязательства,0,supplemental
sup366,В корпоративных финансах и учёте: что верно про «Ликвидность предприятия»?,долгосрочная рентабельность продаж,1,supplemental
sup367,В корпоративных финансах и учёте: что верно про «Дериватив»?,"финансовый контракт, цена которого зависит от базового актива",0,supplemental
sup368,В корпоративных финансах и учёте: что верно про «Дериватив»?,только наличные депозиты без условных выплат,1,supplemental
sup369,В корпоративных финансах и учёте: что верно про «Хеджирование»?,снижение ценового риска противопозицией,0,supplemental
sup370,В корпоративных финансах и учёте: что верно про «Хеджирование»?,увеличение кредитного плеча без ограничений,1,supplemental
sup371,В корпоративных финансах и учёте: что верно про «Консолидированная отчётность»?,объединение показателей группы компаний,0,supplemental
sup372,В корпоративных финансах и учёте: что верно про «Консолидированная отчётность»?,только отчётность одной юрисдикции без дочерних,1,supplemental
sup373,В корпоративных финансах и учёте: что верно про «Goodwill»?,превышение цены покупки над справедливой стоимостью чистых активов,0,supplemental
sup374,В корпоративных финансах и учёте: что верно про «Goodwill»?,материальные основные средства,1,supplemental
sup375,В корпоративных финансах и учёте: что верно про «Амортизация нематериальных активов»?,систематическое списание стоимости НМА,0,supplemental
sup376,В корпоративных финансах и учёте: что верно про «Амортизация нематериальных активов»?,немедленное списание всей стоимости в OPEX одним платежом,1,supplemental
sup377,В корпоративных финансах и учёте: что верно про «Free cash flow»?,денежный поток после капекс для распределения,0,supplemental
sup378,В корпоративных финансах и учёте: что верно про «Free cash flow»?,выручка без учёта OPEX,1,supplemental
sup379,В корпоративных финансах и учёте: что верно про «Кредитный риск»?,риск неисполнения контрагентом обязательств,0,supplemental
sup380,В корпоративных финансах и учёте: что верно про «Кредитный риск»?,риск колебания сырьевых цен без контрагентов,1,supplemental
sup381,В корпоративных финансах и учёте: что верно про «Рыночный риск»?,риск изменения рыночных цен/ставок,0,supplemental
sup382,В корпоративных финансах и учёте: что верно про «Рыночный риск»?,риск ошибки в бухгалтерской проводке,1,supplemental
sup383,В корпоративных финансах и учёте: что верно про «Операционный риск»?,"потери из процессов, людей, систем",0,supplemental
sup384,В корпоративных финансах и учёте: что верно про «Операционный риск»?,только валютный риск экспортёра,1,supplemental
sup385,В корпоративных финансах и учёте: что верно про «Стресс-тест ликвидности»?,оценка устойчивости при шоковых сценариях,0,supplemental
sup386,В корпоративных финансах и учёте: что верно про «Стресс-тест ликвидности»?,ежедневный учёт кассовых разрывов без сценариев,1,supplemental
sup387,В корпоративных финансах и учёте: что верно про «AML/KYC в банке»?,противодействие отмыванию и идентификация клиента,0,supplemental
sup388,В корпоративных финансах и учёте: что верно про «AML/KYC в банке»?,только маркетинговая сегментация без compliance,1,supplemental
sup389,В корпоративных финансах и учёте: что верно про «Платёжная инфраструктура (контекст НСПК/карт)»?,обработка картточных операций и клиринг в стране,0,supplemental
sup390,В корпоративных финансах и учёте: что верно про «Платёжная инфраструктура (контекст НСПК/карт)»?,криптовалютный майнинг как основной продукт банка,1,supplemental
sup391,В корпоративных финансах и учёте: что верно про «SWIFT»?,сеть финансовых сообщений между банками,0,supplemental
sup392,В корпоративных финансах и учёте: что верно про «SWIFT»?,внутренняя бухгалтерская книга одного банка,1,supplemental
sup393,В корпоративных финансах и учёте: что верно про «Базель III (общий смысл)»?,требования к капиталу и ликвидности банков,0,supplemental
sup394,В корпоративных финансах и учёте: что верно про «Базель III (общий смысл)»?,стандарт кодирования видео H.265,1,supplemental
sup395,В корпоративных финансах и учёте: что верно про «IFRS (общий смысл)»?,международные стандарты финансовой отчётности,0,supplemental
sup396,В корпоративных финансах и учёте: что верно про «IFRS (общий смысл)»?,локальный стандарт только для налогового учёта без МСФО,1,supplemental
sup397,В корпоративных финансах и учёте: что верно про «Дюрация облигации»?,чувствительность цены к изменению ставок,0,supplemental
sup398,В корпоративных финансах и учёте: что верно про «Дюрация облигации»?,купонный доход без учёта ставок,1,supplemental
sup399,В корпоративных финансах и учёте: что верно про «Кредитный рейтинг»?,оценка кредитоспособности эмитента,0,supplemental
sup400,В корпоративных финансах и учёте: что верно про «Кредитный рейтинг»?,текущая цена акции на бирже,1,supplemental
sup401,В корпоративных финансах и учёте: что верно про «Волатильность актива»?,мера разброса доходности,0,supplemental
sup402,В корпоративных финансах и учёте: что верно про «Волатильность актива»?,номинал облигации,1,supplemental
sup403,В корпоративных финансах и учёте: что верно про «Процентный риск»?,риск изменения ставок для стоимости инструментов,0,supplemental
sup404,В корпоративных финансах и учёте: что верно про «Процентный риск»?,риск кражи наличных из кассы,1,supplemental
sup405,В корпоративных финансах и учёте: что верно про «Соответствие санкционным спискам»?,фильтрация контрагентов и платежей,0,supplemental
sup406,В корпоративных финансах и учёте: что верно про «Соответствие санкционным спискам»?,только маркетинговая рассылка без проверок,1,supplemental
sup407,В корпоративных финансах и учёте: что верно про «Сегрегация обязанностей в финансах»?,разделение функций для снижения мошенничества,0,supplemental
sup408,В корпоративных финансах и учёте: что верно про «Сегрегация обязанностей в финансах»?,один человек полностью проводит и утверждает платёж,1,supplemental
sup409,В корпоративных финансах и учёте: что верно про «Закрытие отчётного периода»?,фиксация проводок и отчётности на дату,0,supplemental
sup410,В корпоративных финансах и учёте: что верно про «Закрытие отчётного периода»?,непрерывное обновление баланса без cut-off,1,supplemental
sup411,В корпоративных финансах и учёте: что верно про «Резерв под ожидаемые кредитные убытки»?,оценка будущих потерь по ссудам,0,supplemental
sup412,В корпоративных финансах и учёте: что верно про «Резерв под ожидаемые кредитные убытки»?,немедленное списание только при банкротстве без оценки,1,supplemental
sup413,В корпоративных финансах и учёте: что верно про «Справедливая стоимость (fair value)»?,цена сделки между осведомлёнными сторонами,0,supplemental
sup414,В корпоративных финансах и учёте: что верно про «Справедливая стоимость (fair value)»?,историческая себестоимость без пероценки,1,supplemental
sup415,В корпоративных финансах и учёте: что верно про «Денежный поток от операций»?,ОДП/OCF из основной деятельности,0,supplemental
sup416,В корпоративных финансах и учёте: что верно про «Денежный поток от операций»?,только выручка без изменения оборотного капитала,1,supplemental
sup417,В корпоративных финансах и учёте: что верно про «Коэффициент текущей ликвидности»?,оборотные активы к краткосрочным обязательствам,0,supplemental
sup418,В корпоративных финансах и учёте: что верно про «Коэффициент текущей ликвидности»?,чистая прибыль к выручке,1,supplemental
sup419,В корпоративных финансах и учёте: что верно про «Стоимость привлечённого капитала WACC»?,средневзвешенная цена источников финансирования,0,supplemental
sup420,В корпоративных финансах и учёте: что верно про «Стоимость привлечённого капитала WACC»?,только ставка по одному кредиту без доли капитала,1,supplemental
sup421,В корпоративных финансах и учёте: что верно про «Сценарный анализ»?,несколько вариантов развития показателей,0,supplemental
sup422,В корпоративных финансах и учёте: что верно про «Сценарный анализ»?,один фиксированный прогноз без чувствительности,1,supplemental
sup423,В корпоративных финансах и учёте: что верно про «Показатель рентабельности продаж»?,отношение прибыли к выручке,0,supplemental
sup424,В корпоративных финансах и учёте: что верно про «Показатель рентабельности продаж»?,оборачиваемость запасов в днях,1,supplemental
sup425,В корпоративных финансах и учёте: что верно про «Управленческий учёт»?,внутренние отчёты для решений,0,supplemental
sup426,В корпоративных финансах и учёте: что верно про «Управленческий учёт»?,только публичная отчётность по МСФО без внутренних центров затрат,1,supplemental
sup427,В корпоративных финансах и учёте: что верно про «Центр финансовой ответственности»?,подразделение с бюджетом и P&L,0,supplemental
sup428,В корпоративных финансах и учёте: что верно про «Центр финансовой ответственности»?,только IT-служба без финансовых KPI,1,supplemental
sup429,В корпоративных финансах и учёте: что верно про «Transfer pricing»?,цены между связанными сторонами для налоговых целей,0,supplemental
sup430,В корпоративных финансах и учёте: что верно про «Transfer pricing»?,рыночная цена только для внешних клиентов без правил,1,supplemental
sup431,В корпоративных финансах и учёте: что верно про «Лизинг vs кредит (общий смысл)»?,лизинг связан с активом и может передавать риски,0,supplemental
sup432,В корпоративных финансах и учёте: что верно про «Лизинг vs кредит (общий смысл)»?,лизинг всегда идентичен потребительскому кредиту наличными,1,supplemental
sup433,В корпоративных финансах и учёте: что верно про «Дивидендная политика»?,правила распределения прибыли акционерам,0,supplemental
sup434,В корпоративных финансах и учёте: что верно про «Дивидендная политика»?,эмиссия облигаций для рефинансирования без акционеров,1,supplemental
sup435,В корпоративных финансах и учёте: что верно про «Капитальные затраты (CAPEX)»?,инвестиции в долгосрочные активы,0,supplemental
sup436,В корпоративных финансах и учёте: что верно про «Капитальные затраты (CAPEX)»?,ежедневные операционные расходы на зарплату,1,supplemental
sup437,В корпоративных финансах и учёте: что верно про «Операционные расходы (OPEX)»?,текущие затраты периода,0,supplemental
sup438,В корпоративных финансах и учёте: что верно про «Операционные расходы (OPEX)»?,покупка здания на баланс как долгосрочный актив,1,supplemental
sup439,В корпоративных финансах и учёте: что верно про «Конвертация валюты по курсу ЦБ (контекст)»?,использование официального курса для учёта,0,supplemental
sup440,В корпоративных финансах и учёте: что верно про «Конвертация валюты по курсу ЦБ (контекст)»?,произвольный курс без источника,1,supplemental
sup441,В корпоративных финансах и учёте: что верно про «Процентный риск ликвидности»?,неспособность профинансировать обязательства,0,supplemental
sup442,В корпоративных финансах и учёте: что верно про «Процентный риск ликвидности»?,риск снижения курса акций без связи с платежами,1,supplemental
sup443,В корпоративных финансах и учёте: что верно про «Сделка РЕПО»?,краткосрочная сделка с ценными бумагами и обратным выкупом,0,supplemental
sup444,В корпоративных финансах и учёте: что верно про «Сделка РЕПО»?,бессрочный вклад физлица,1,supplemental
sup445,В корпоративных финансах и учёте: что верно про «Фондовая биржа (роль)»?,организованный рынок ценных бумаг,0,supplemental
sup446,В корпоративных финансах и учёте: что верно про «Фондовая биржа (роль)»?,клиринговый центр только для карт,1,supplemental
sup447,В корпоративных финансах и учёте: что верно про «Эскроу-счёт»?,блокировка средств до условий сделки,0,supplemental
sup448,В корпоративных финансах и учёте: что верно про «Эскроу-счёт»?,текущий счёт без ограничений,1,supplemental
sup449,В корпоративных финансах и учёте: что верно про «Стресс по кредитному портфелю»?,оценка потерь при ухудшении макро,0,supplemental
sup450,В корпоративных финансах и учёте: что верно про «Стресс по кредитному портфелю»?,расчёт только исторических дефолтов без сценария,1,supplemental
sup451,В инженерной практике ПО и сетей: что верно про «Модель OSI»?,семь уровней сетевого взаимодействия,0,supplemental
sup452,В инженерной практике ПО и сетей: что верно про «Модель OSI»?,пять уровней без транспортного и сеансового,1,supplemental
sup453,В инженерной практике ПО и сетей: что верно про «TCP против UDP»?,"TCP — надёжная доставка с установкой соединения; UDP — без гарантий, быстрее для потоков",0,supplemental
sup454,В инженерной практике ПО и сетей: что верно про «TCP против UDP»?,UDP всегда надёжнее TCP для файлов,1,supplemental
sup455,В инженерной практике ПО и сетей: что верно про «DNS»?,система имён доменов и разрешения в IP,0,supplemental
sup456,В инженерной практике ПО и сетей: что верно про «DNS»?,протокол маршрутизации между автономными системами,1,supplemental
sup457,В инженерной практике ПО и сетей: что верно про «HTTP 404»?,ресурс не найден,0,supplemental
sup458,В инженерной практике ПО и сетей: что верно про «HTTP 404»?,ошибка сервера 500,1,supplemental
sup459,В инженерной практике ПО и сетей: что верно про «Идемпотентность PUT»?,повтор запроса оставляет ресурс в том же состоянии,0,supplemental
sup460,В инженерной практике ПО и сетей: что верно про «Идемпотентность PUT»?,каждый PUT создаёт новый ресурс с новым id,1,supplemental
sup461,В инженерной практике ПО и сетей: что верно про «ACID в транзакциях»?,"атомарность, согласованность, изоляция, долговечность",0,supplemental
sup462,В инженерной практике ПО и сетей: что верно про «ACID в транзакциях»?,только eventual consistency без изоляции,1,supplemental
sup463,В инженерной практике ПО и сетей: что верно про «Eventual consistency»?,реплики сходятся со временем при отсутствии новых обновлений,0,supplemental
sup464,В инженерной практике ПО и сетей: что верно про «Eventual consistency»?,строгая линейная согласованность каждой записи,1,supplemental
sup465,В инженерной практике ПО и сетей: что верно про «CAP: при сетевом разделении»?,выбор между согласованностью и доступностью,0,supplemental
sup466,В инженерной практике ПО и сетей: что верно про «CAP: при сетевом разделении»?,гарантия всех трёх без компромиссов,1,supplemental
sup467,В инженерной практике ПО и сетей: что верно про «QUIC поверх UDP»?,снижение задержек установления соединения,0,supplemental
sup468,В инженерной практике ПО и сетей: что верно про «QUIC поверх UDP»?,чистый TCP без шифрования,1,supplemental
sup469,В инженерной практике ПО и сетей: что верно про «HTTP/3»?,использует QUIC вместо TCP,0,supplemental
sup470,В инженерной практике ПО и сетей: что верно про «HTTP/3»?,основан только на HTTP/1.1 keep-alive без изменений транспорта,1,supplemental
sup471,В инженерной практике ПО и сетей: что верно про «Согласованное хеширование»?,распределение ключей при изменении числа узлов,0,supplemental
sup472,В инженерной практике ПО и сетей: что верно про «Согласованное хеширование»?,случайное распределение без учёта кольца,1,supplemental
sup473,В инженерной практике ПО и сетей: что верно про «LRU-кэш»?,вытеснение давно неиспользуемых элементов,0,supplemental
sup474,В инженерной практике ПО и сетей: что верно про «LRU-кэш»?,вытеснение самых больших объектов без учёта времени,1,supplemental
sup475,В инженерной практике ПО и сетей: что верно про «B-дерево в БД»?,сбалансированное дерево для индексов на диске,0,supplemental
sup476,В инженерной практике ПО и сетей: что верно про «B-дерево в БД»?,структура только для in-memory без страниц,1,supplemental
sup477,В инженерной практике ПО и сетей: что верно про «LSM-дерево»?,буферизация записей и слияние уровней для write-heavy,0,supplemental
sup478,В инженерной практике ПО и сетей: что верно про «LSM-дерево»?,только для read-only архивов без записи,1,supplemental
sup479,В инженерной практике ПО и сетей: что верно про «Взаимная блокировка (deadlock)»?,цикл ожидания захватов ресурсов,0,supplemental
sup480,В инженерной практике ПО и сетей: что верно про «Взаимная блокировка (deadlock)»?,один поток без конкуренции,1,supplemental
sup481,В инженерной практике ПО и сетей: что верно про «Мьютекс и семафор»?,мьютекс — взаимное исключение; семафор — счётчик допусков,0,supplemental
sup482,В инженерной практике ПО и сетей: что верно про «Мьютекс и семафор»?,семафор всегда бинарный как мьютекс без различий,1,supplemental
sup483,В инженерной практике ПО и сетей: что верно про «Сборка мусора в управляемых языках»?,автоматическое освобождение неиспользуемых объектов,0,supplemental
sup484,В инженерной практике ПО и сетей: что верно про «Сборка мусора в управляемых языках»?,ручное free() для каждого указателя как в C,1,supplemental
sup485,В инженерной практике ПО и сетей: что верно про «Big O для бинарного поиска в отсортированном массиве»?,O(log n),0,supplemental
sup486,В инженерной практике ПО и сетей: что верно про «Big O для бинарного поиска в отсортированном массиве»?,O(n^2),1,supplemental
sup487,В инженерной практике ПО и сетей: что верно про «Плавающая точка: сравнение на равенство»?,опасно из-за погрешности; использовать epsilon,0,supplemental
sup488,В инженерной практике ПО и сетей: что верно про «Плавающая точка: сравнение на равенство»?,всегда безопасно через ==,1,supplemental
sup489,В инженерной практике ПО и сетей: что верно про «Векторные часы»?,сравнение причинно-следственных событий в распределённых системах,0,supplemental
sup490,В инженерной практике ПО и сетей: что верно про «Векторные часы»?,синхронизация только по wall-clock без дрейфа,1,supplemental
sup491,В инженерной практике ПО и сетей: что верно про «CRDT»?,структуры данных для согласованности без блокировок,0,supplemental
sup492,В инженерной практике ПО и сетей: что верно про «CRDT»?,только для реляционных join без коммутативности,1,supplemental
sup493,В инженерной практике ПО и сетей: что верно про «Bloom filter»?,вероятностная структура членства с ложноположительными,0,supplemental
sup494,В инженерной практике ПО и сетей: что верно про «Bloom filter»?,точное множество без ошибок,1,supplemental
sup495,В инженерной практике ПО и сетей: что верно про «RAID 1»?,зеркалирование дисков,0,supplemental
sup496,В инженерной практике ПО и сетей: что верно про «RAID 1»?,чередование блоков без избыточности,1,supplemental
sup497,В инженерной практике ПО и сетей: что верно про «RAID 5»?,чётность по блокам с распределением,0,supplemental
sup498,В инженерной практике ПО и сетей: что верно про «RAID 5»?,полное дублирование каждого бита на двух дисках как RAID1,1,supplemental
sup499,В инженерной практике ПО и сетей: что верно про «NUMA»?,неравномерный доступ к памяти в многопроцессорных системах,0,supplemental
sup500,В инженерной практике ПО и сетей: что верно про «NUMA»?,одинаковая задержка ко всей памяти как в UMA всегда,1,supplemental
